,id,property_title,host_id,host_name,city,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,nr_reviews_past_year,avail_month,price_range
223,205485,Ideal Brooklyn Brownstone Apartment,1010242,Zora & Chris,Brooklyn,Bedford-Stuyvesant,40.68339,-73.94034,Entire home/apt,185.0,30,158,1,178,2,apr-jun,Mid-range product
225,206957,Bright Modern Charming Housebarge,1018472,Angus,Brooklyn,Sheepshead Bay,40.5847,-73.94088,Private room,72.0,30,126,2,87,0,jan-mar,Low-range product
227,208889,Welcome to Brooklyn! Bed-Stuy,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93212,Entire home/apt,91.0,30,65,2,175,3,apr-jun,Mid-range product
228,209310,"Subway, City View, Elevator, Large Private Room",1031148,Iulia,Queens,Sunnyside,40.73933410644531,-73.9248046875,Private room,59.0,30,307,1,292,10,oct-dec,Low-range product
229,212109,Charming Greenwich Village share,666271,Susan,Manhattan,West Village,40.73814,-74.00811,Private room,94.0,31,12,1,224,1,jul-sep,Mid-range product
231,213330,Master Bedroom - Unbelievably RARE Penthouse Oasis,800223,Nader,Manhattan,Chinatown,40.71681594848633,-73.98969268798828,Private room,199.0,30,65,1,161,11,apr-jun,Mid-range product
233,216080,Spacious & Sunny Safe Haven,17571,Jane,Brooklyn,Fort Greene,40.69062,-73.97354,Private room,180.0,30,154,2,269,1,jul-sep,Mid-range product
234,218358,Your Haven in the Upper West Side,1129218,Orlando,Manhattan,Harlem,40.80592,-73.95172,Private room,70.0,30,29,1,356,3,oct-dec,Low-range product
235,219066,"Wonderful Studio In Brooklyn, NY!!!",447754,Yana,Brooklyn,Bensonhurst,40.61943,-73.99232,Entire home/apt,110.0,30,34,1,322,4,oct-dec,Mid-range product
236,219922,"Lovely Bdr in Harlem, Manhattan",1139574,Carmel,Manhattan,Harlem,40.81553,-73.95438,Private room,90.0,30,36,1,89,0,jan-mar,Mid-range product
238,222304,BEST DEAL IN CHELSEA 1 bdrm NYC,1153993,Anton,Manhattan,Chelsea,40.7401,-74.00019,Entire home/apt,139.0,30,38,1,70,2,jan-mar,Mid-range product
239,223930,Lovely Apartment,1164642,Rosalynn,Brooklyn,Prospect Heights,40.67319,-73.96804,Entire home/apt,150.0,30,19,1,363,0,oct-dec,Mid-range product
240,225354,Charming Loft Studio with Patio,1158300,Camila,Brooklyn,Williamsburg,40.71085,-73.96672,Entire home/apt,180.0,30,11,1,308,0,oct-dec,Mid-range product
241,225976,Cozy multi-leveled apartment!,1177947,Marina,Staten Island,Shore Acres,40.61019,-74.06757,Entire home/apt,99.0,30,99,1,203,7,jul-sep,Mid-range product
242,226021,Sunny 2 bdrm W'burg Duplex w/ 3 beds. 5* superhost,815977,Ryan,Brooklyn,Williamsburg,40.71137,-73.9465,Entire home/apt,190.0,30,249,2,187,6,jul-sep,Mid-range product
243,227495,Great studio apt near Central Park,959931,Kimball,Manhattan,Upper West Side,40.78764,-73.97274,Entire home/apt,150.0,30,107,1,60,7,jan-mar,Mid-range product
245,230877,Monthly Apartment Rental,292204,Blanca,Manhattan,East Harlem,40.79147,-73.94629,Entire home/apt,115.0,30,122,4,88,2,jan-mar,Mid-range product
247,232612,"Lovely pied-à-terre, in an historic building",1217241,Dee,Brooklyn,Bedford-Stuyvesant,40.68518847176618,-73.94268839549034,Private room,135.0,3,519,1,33,49,jan-mar,Mid-range product
249,233638,rooms for rent in Queens with piano,1012895,Melody,Queens,Ridgewood,40.70132,-73.90883,Private room,87.0,30,24,1,364,2,oct-dec,Mid-range product
250,235552,HUGE Sunny Duplex Loft with Garden,1234405,Bertie,Brooklyn,South Slope,40.66386,-73.98519,Entire home/apt,300.0,30,39,1,124,1,apr-jun,High range
252,235951,Stylish Studio with exclusive Terrace,1236070,Daniel,Manhattan,Midtown,40.75408,-73.97071,Entire home/apt,185.0,30,157,1,88,5,jan-mar,Mid-range product
253,235960,"LES private 1 bd apt, walk to *everthing*",1236817,Blue,Manhattan,Lower East Side,40.72113,-73.98442,Entire home/apt,200.0,30,118,1,105,6,apr-jun,Mid-range product
255,238683,"LARGE, COMFORTABLE ROOM. NYC ACCESS",1251372,Marcia,Bronx,Co-op City,40.86749,-73.82214,Private room,42.0,30,4,3,177,2,apr-jun,Low-range product
256,239733,Astoria Garden Suite,1256874,Nancy,Queens,Ditmars Steinway,40.77539,-73.91709,Entire home/apt,250.0,30,57,1,358,1,oct-dec,Mid-range product
258,245544,Nice Bedroom near Manhattan for 2 pers,1260921,Victor,Bronx,Kingsbridge,40.8666,-73.90061,Private room,35.0,30,120,3,36,3,jan-mar,Low-range product
259,245574,Brooklyn Brownstone home share,1288460,Alkhabir,Brooklyn,Bedford-Stuyvesant,40.68927,-73.95439,Private room,185.0,2,278,1,364,17,oct-dec,Mid-range product
261,248865,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,35,29,130,0,apr-jun,High range
264,249704,"Sunny, Modern 1 BR in E. Williamsburg",966806,Mary And Charles,Brooklyn,Williamsburg,40.71065,-73.94102,Entire home/apt,185.0,30,25,1,340,3,oct-dec,Mid-range product
265,249867,HANCOCK VERY SMALL ROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68532,-73.91881,Private room,100.0,30,7,4,365,0,oct-dec,Mid-range product
267,250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81146,-73.94469,Private room,125.0,30,11,2,338,0,oct-dec,Mid-range product
268,250537,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81128,-73.9433,Entire home/apt,400.0,30,0,2,365,0,oct-dec,High range
269,251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,40.78615,-73.97394,Private room,99.0,30,208,1,359,8,oct-dec,Mid-range product
271,253466,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,48,29,130,0,apr-jun,High range
272,253471,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,31,29,130,1,apr-jun,High range
273,253475,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,99,29,130,14,apr-jun,High range
274,253800,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,43,29,101,9,apr-jun,High range
275,253803,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,43,29,130,12,apr-jun,High range
276,253806,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,49,29,130,0,apr-jun,High range
277,253811,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,335.0,1,71,29,130,1,apr-jun,High range
280,253842,1 Bedroom Apartment with Private Terrace,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Private room,299.0,1,14,29,0,4,jan-mar,High range
284,255601,Cozy Modern 2 Bedroom Apartment 20 min from City,1343630,Christopher,Brooklyn,Bedford-Stuyvesant,40.69101,-73.95018,Entire home/apt,229.0,4,267,1,265,30,jul-sep,Mid-range product
285,255957,Stunning NYC Views! Free Gym! Doorman! Terrace!,506779,Claudia,Manhattan,Nolita,40.72032,-73.99462,Entire home/apt,495.0,30,26,2,321,1,oct-dec,High range
286,257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,Jaime,Brooklyn,Bedford-Stuyvesant,40.68278,-73.95549,Entire home/apt,193.0,30,39,1,187,0,jul-sep,Mid-range product
291,260755,Tribeca Artist Loft 1000 sq/feet,1366070,Rad,Manhattan,Tribeca,40.71704,-74.00908,Entire home/apt,198.0,30,35,1,364,2,oct-dec,Mid-range product
298,263502,Prime Williamsburg 1/BD New Condo,1382749,Shaun,Brooklyn,Williamsburg,40.71838,-73.95617,Entire home/apt,185.0,180,23,1,365,0,oct-dec,Mid-range product
299,263888,Contemporary & Classic Sanctuary on the Hudson,1384559,Catherine,Manhattan,Upper West Side,40.79632,-73.97643,Entire home/apt,265.0,30,243,1,179,1,apr-jun,High range
302,266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,Manhattan,Lower East Side,40.719482,-73.98877,Entire home/apt,205.0,30,81,2,203,4,jul-sep,Mid-range product
303,266753,2 Bedroom apt.in Manhattan/New York,519554,Sinem,Manhattan,Lower East Side,40.71941,-73.98968,Entire home/apt,250.0,30,90,3,365,0,oct-dec,Mid-range product
305,267652,Private clean spacious room - Across from subway,164675,Janice,Brooklyn,Kensington,40.64295,-73.97293,Private room,60.0,30,58,1,152,12,apr-jun,Low-range product
306,268335,Modern  Condo w/Luxury Amenities by McCarren Park,65610,Herman,Brooklyn,Williamsburg,40.72136,-73.95674,Entire home/apt,175.0,60,1,3,279,0,oct-dec,Mid-range product
308,269283,"Brooklyn: Bright, Spacious & Cozy + Good Vibes",1410714,Antoinette,Brooklyn,Crown Heights,40.66385,-73.93229,Private room,70.0,30,32,2,88,0,jan-mar,Low-range product
309,269404,"Master Bedroom Private Bath Avaliable, Astoria",1411399,Carlos,Queens,Astoria,40.76716,-73.91177,Private room,99.0,30,19,3,365,0,oct-dec,Mid-range product
311,270231,Cozy New York  City private room,1366310,Janina,Queens,Woodside,40.74496,-73.91167,Private room,95.0,30,285,2,364,0,oct-dec,Mid-range product
312,270315,Bed-stuy Royal Room,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,40.68611,-73.93089,Private room,50.0,30,18,2,364,0,oct-dec,Low-range product
313,270345,Classic East Village Studio (great location),1415590,Cameron,Manhattan,East Village,40.72499,-73.99198,Entire home/apt,212.0,30,36,1,281,2,oct-dec,Mid-range product
315,272026,1 Bd Manhattan NYC Entire Apt. 1 yr or 4-6 months,1423613,Arthur,Manhattan,Washington Heights,40.85754,-73.92887,Entire home/apt,80.0,90,21,1,358,0,oct-dec,Low-range product
316,274743,Charming furnished Studio-Loft,1436404,Catherine,Manhattan,Upper East Side,40.77549,-73.95128,Entire home/apt,95.0,30,1,1,280,0,oct-dec,Mid-range product
317,275976,Welcoming & Ascetically Beautiful 2 Bedroom Oasis,1417757,Kwab,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93538,Entire home/apt,140.0,30,242,3,156,5,apr-jun,Mid-range product
318,276021,Entire Luxury 2br/2ba in Prime Williamsburg!,1442346,David,Brooklyn,Williamsburg,40.70937,-73.9657,Entire home/apt,350.0,180,2,1,365,0,oct-dec,High range
319,276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,Chauncey,Brooklyn,Prospect Heights,40.67782,-73.97205,Private room,700.0,30,185,1,357,8,oct-dec,High range
320,277883,Sunny Apt with Romantic Bedroom,950657,Michelle,Brooklyn,Prospect-Lefferts Gardens,40.6556,-73.95389,Private room,114.0,30,57,1,89,0,jan-mar,Mid-range product
322,279857,Gordy’s Place 8 Room 5 Bath,1420300,Gordy,Brooklyn,Bedford-Stuyvesant,40.68607,-73.95536,Entire home/apt,1200.0,4,224,1,238,19,jul-sep,High range
324,281851,Beautiful Private Bedroom - Downstairs,1469036,Tw,Manhattan,Harlem,40.8078,-73.95232,Private room,130.0,30,142,2,315,9,oct-dec,Mid-range product
326,286662,Charming Brooklyn Studio,1491538,Erika,Brooklyn,Crown Heights,40.67223,-73.95556,Entire home/apt,120.0,30,345,1,0,7,jan-mar,Mid-range product
329,287845,Carroll Gardens Gem-2BD with Garden,1496847,Paul & Ewa,Brooklyn,Carroll Gardens,40.67933,-73.995,Entire home/apt,200.0,30,131,1,271,4,jul-sep,Mid-range product
334,292121,1 bedroom apt in Midtown West,169927,Hubert,Manhattan,Hell's Kitchen,40.76387,-73.98742,Entire home/apt,157.0,30,6,2,365,0,oct-dec,Mid-range product
335,292324,"""True Love"" Room W Private Entrance In Midtown",361254,Kyra,Manhattan,Hell's Kitchen,40.76314,-73.9868,Private room,80.0,30,5,1,87,0,jan-mar,Low-range product
337,292800,"Sunny, Quiet West Village/Meatpacking 1BR Gem",1515730,Lauren,Manhattan,West Village,40.73431,-74.00225,Entire home/apt,191.0,90,114,1,243,1,jul-sep,Mid-range product
338,294227,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,335.0,1,49,29,130,0,apr-jun,High range
339,294242,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,335.0,1,88,29,123,2,apr-jun,High range
341,294259,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,335.0,1,174,29,89,24,jan-mar,High range
342,294263,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,335.0,1,155,29,126,10,apr-jun,High range
343,294280,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,335.0,1,46,29,130,2,apr-jun,High range
345,295998,Panoramic View Central Park & NYC,568585,Alan,Manhattan,Upper West Side,40.79131,-73.9694,Entire home/apt,300.0,30,58,1,122,3,apr-jun,High range
347,296717,"Cozy Corner, Bedford Ave  Brooklyn!",1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68907,-73.95384,Private room,55.0,30,20,4,258,0,jul-sep,Low-range product
348,298759,Large Double Room  Queenbed Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68435,-73.94825,Private room,55.0,30,46,4,269,3,jul-sep,Low-range product
351,302238,GORGEOUS TWO BEDROOM FLAT IN MANHATTAN,1556814,Tamra,Manhattan,Harlem,40.80752,-73.94778,Entire home/apt,264.0,30,8,11,333,1,oct-dec,High range
352,302280,FABULOUS 1 BEDROOM IN MANHATTAN,1556814,Tamra,Manhattan,Harlem,40.8058,-73.94759,Entire home/apt,200.0,30,9,11,271,0,jul-sep,Mid-range product
353,302309,PLUSH AND SPACIOUS 2-BEDROOM IN NYC,1556814,Tamra,Manhattan,Harlem,40.80528,-73.94742,Entire home/apt,300.0,30,6,11,313,0,oct-dec,High range
354,302705,Wonderful Room on the UES 2,1439222,Virginia,Manhattan,Upper East Side,40.77298,-73.95813,Private room,60.0,30,5,1,187,1,jul-sep,Low-range product
355,302758,Sunny 1BR East Harlem Apartment,8605,Dimitry,Manhattan,East Harlem,40.79675,-73.93634,Entire home/apt,150.0,30,12,1,88,0,jan-mar,Mid-range product
356,303264,FABULOUS & LARGE 2 BEDROOM IN NYC!,1556814,Tamra,Manhattan,Harlem,40.8073,-73.94575,Entire home/apt,250.0,30,8,11,322,2,oct-dec,Mid-range product
357,305245,BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,1556814,Tamra,Manhattan,Harlem,40.80557,-73.94801,Entire home/apt,250.0,30,10,11,315,1,oct-dec,Mid-range product
359,310325,Large Sunny Bedroom with Bay Window,745069,Kimberly,Manhattan,Harlem,40.82359,-73.94601,Private room,75.0,30,31,2,308,0,oct-dec,Low-range product
360,310338,Harlem/Hamilton Heights Sunny Room,745069,Kimberly,Manhattan,Harlem,40.82295,-73.94433,Private room,75.0,30,29,2,338,1,oct-dec,Low-range product
361,310524,Clinton Hill Duplex near Pratt w/Huge Patio!,1597481,Mary,Brooklyn,Bedford-Stuyvesant,40.69533,-73.96058,Private room,136.0,2,114,1,283,40,oct-dec,Mid-range product
363,314982,Share in NYC's trendy East Village,1617817,Chris,Manhattan,East Village,40.73216,-73.98678,Private room,101.0,30,187,1,310,12,oct-dec,Mid-range product
364,318021,Room in Huge 1200sf W Harlem Suite,1632149,Michael,Manhattan,Harlem,40.80272,-73.95316,Private room,110.0,30,94,1,168,9,apr-jun,Mid-range product
367,321136,Private Studio Near Columbia Presbyterian Hospital,1644999,Candice,Manhattan,Washington Heights,40.83249,-73.94466,Entire home/apt,209.0,30,79,1,151,5,apr-jun,Mid-range product
368,322037,"Luxury Williamsburg, Brooklyn LOFT",1649300,James,Brooklyn,Williamsburg,40.71923,-73.9582,Entire home/apt,260.0,30,288,1,341,4,oct-dec,High range
370,325429,Upper East 1 BDRM Great Location!,92788,Sara,Manhattan,Upper East Side,40.77534,-73.95106,Entire home/apt,280.0,30,162,1,197,14,jul-sep,High range
373,328744,"Beautiful 2bd Apt near BK Museum, Crown Heights",890215,Duane,Brooklyn,Crown Heights,40.66763,-73.95836,Entire home/apt,237.0,30,144,5,178,12,apr-jun,Mid-range product
374,332208,Greenpoint Home with cats July 9-August 8,33188,Penny And Danny,Brooklyn,Greenpoint,40.72617,-73.95264,Entire home/apt,125.0,30,3,3,364,0,oct-dec,Mid-range product
375,333323,Cozy bedroom near Times Square,1698391,Patrick,Manhattan,Hell's Kitchen,40.76269,-73.99361,Private room,57.0,30,181,3,132,13,apr-jun,Low-range product
377,336055,Clean Quiet Room NYC Accessible,1251372,Marcia,Bronx,Co-op City,40.86773,-73.82023,Private room,40.0,30,19,3,298,2,oct-dec,Low-range product
378,342995,Unique private room and bathroom in Brownstone,1740216,Laura,Manhattan,Harlem,40.81319,-73.94194,Private room,120.0,30,94,2,153,3,apr-jun,Mid-range product
379,343276,Large Private Midtown Room!,1732559,Jesse,Manhattan,Hell's Kitchen,40.75622,-73.99455,Private room,129.0,4,214,1,157,28,apr-jun,Mid-range product
380,343766,NYC Gem. Great Location & Value.,1503258,Dragan,Queens,Long Island City,40.75619,-73.92029,Entire home/apt,87.0,30,4,2,109,3,apr-jun,Mid-range product
382,346579,NYC Lower East Side 1 BR + office,1757016,Christine,Manhattan,Lower East Side,40.71932,-73.98364,Entire home/apt,102.0,180,4,1,155,1,apr-jun,Mid-range product
383,350168,Artist apt in Park Slope w/backyard,1774431,Kate,Brooklyn,Park Slope,40.67534,-73.98345,Entire home/apt,175.0,30,10,1,338,0,oct-dec,Mid-range product
384,351859,Exquisite Spacious Studio in Midtown,417652,Ron,Manhattan,Chelsea,40.74828,-73.9917,Entire home/apt,220.0,30,153,1,362,11,oct-dec,Mid-range product
385,353317,Lower East Side 1bedroom apt in NYC,314377,Marc,Manhattan,Chinatown,40.71481,-73.99059,Private room,110.0,30,161,1,178,1,apr-jun,Mid-range product
386,355563,Central Cobble/Boerum Hill Townhome | Roof Terrace,1621363,Elizabeth,Brooklyn,Carroll Gardens,40.68461,-73.98984,Entire home/apt,500.0,30,1,3,65,1,jan-mar,High range
389,373618,"Designer’s loft, roof deck best W’burg",1879389,Christina,Brooklyn,Williamsburg,40.71942398164986,-73.96005436966747,Private room,265.0,2,135,2,79,18,jan-mar,High range
390,378460,Cozy 2 BD in Midtown West,1900800,Grisel,Manhattan,Hell's Kitchen,40.75855,-73.99189,Entire home/apt,300.0,31,14,2,364,0,oct-dec,High range
392,385824,New York City- Riverdale Modern two bedrooms unit,1931205,Orit,Bronx,Spuyten Duyvil,40.88095,-73.91701,Entire home/apt,214.0,30,146,1,304,9,oct-dec,Mid-range product
393,386744,Great room priv/bathrm Eastside location 70's ST,1935291,Cristina,Manhattan,Upper East Side,40.77,-73.95842,Private room,120.0,30,105,1,130,4,apr-jun,Mid-range product
395,387666,Historic townhouse in convenient location,1939728,Michael & Aleksandra,Manhattan,Washington Heights,40.83521,-73.93836,Private room,99.0,30,11,1,144,1,apr-jun,Mid-range product
396,389482,Quaint & Quiet in Queens,1947974,Constance F.,Queens,Briarwood,40.71215,-73.81692,Private room,75.0,30,57,2,365,0,oct-dec,Low-range product
397,394111,"Beautiful Bedrooms in Briarwood, NY",1947974,Constance F.,Queens,Briarwood,40.71044,-73.81703,Private room,75.0,30,13,2,365,0,oct-dec,Low-range product
399,397034,New York City for All Seasons!,70234,Richelle,Manhattan,Upper West Side,40.78221,-73.98357,Private room,126.0,30,25,1,365,0,oct-dec,Mid-range product
402,408983,Brownstone full floor 900sft. Dog and Pet Friendly,520189,Andre,Brooklyn,Prospect-Lefferts Gardens,40.65914535522461,-73.95812225341797,Entire home/apt,415.0,30,125,1,306,1,oct-dec,High range
403,409262,"Family friendly, in Boerum/Cobble Hill",1621363,Elizabeth,Brooklyn,Boerum Hill,40.68561,-73.98919,Entire home/apt,300.0,30,33,3,341,0,oct-dec,High range
405,411918,"Apartment in Crown Heights, BKLYN",2050338,Verena Vogelbacher,Brooklyn,Crown Heights,40.67128,-73.94307,Entire home/apt,200.0,30,186,3,213,12,jul-sep,Mid-range product
406,413504,Perfect NYC/Williamsburg Location,1286417,Omri,Brooklyn,Williamsburg,40.71294,-73.94461,Private room,172.0,30,178,1,179,5,apr-jun,Mid-range product
408,416557,"DM reWeekly Rate: Lush Garden, Huge Kitchen, Peace",2714164,Jasmine,Brooklyn,Greenpoint,40.72292,-73.94577,Entire home/apt,145.0,30,46,1,340,0,oct-dec,Mid-range product
409,417685,Bright and Quiet 2 BR in Park Slope,85006178,Alain,Brooklyn,South Slope,40.66481,-73.97776,Entire home/apt,145.0,30,349,1,279,22,oct-dec,Mid-range product
410,423015,"Cozy Private One Bedroom, Brooklyn",1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68877,-73.95408,Private room,35.0,30,36,4,69,0,jan-mar,Low-range product
411,423275,Cozy & SPacious in d heart Astoria,2105276,Leo,Queens,Astoria,40.76456,-73.91749,Entire home/apt,150.0,30,42,1,363,0,oct-dec,Mid-range product
412,425423,CLEAN COMFY ROOM NYC ACCESSIBLE!!,1251372,Marcia,Bronx,Co-op City,40.86637,-73.82048,Private room,50.0,30,20,3,261,2,jul-sep,Low-range product
